,href,title,verse,id
270,https://rustih.ru/osip-mandelshtam-kogda-oktyabrskij-nam-gotovil-vremenshhik/,Когда октябрьский нам готовил временщик,"
Когда октябрьский нам готовил временщик
Ярмо насилия и злобы
И ощетинился убийца-броневик,
И пулеметчик низколобый,-
— Керенского распять! — потребовал солдат,
И злая чернь рукоплескала:
Нам сердце на штыки позволил взять Пилат,
И сердце биться перестало!
И укоризненно мелькает эта тень,
Где зданий красная подкова;
Как будто слышу я в октябрьский тусклый день:
— Вязать его, щенка Петрова!
Среди гражданских бурь и яростных личин,
Тончайшим гневом пламенея,
Ты шел бестрепетно, свободный гражданин,
Куда вела тебя Психея.
И если для других восторженный народ
Венки свивает золотые,-
Благословить тебя в далекий ад сойдет
Стопами легкими Россия. ",69
271,https://rustih.ru/osip-mandelshtam-kogda-shhegol-v-vozdushnoj-sdobe/,Когда щегол в воздушной сдобе,"
Когда щегол в воздушной сдобе
Вдруг затрясется, сердцевит,-
Ученый плащик перчит злоба,
А чепчик — черным красовит.
Клевещет жердочка и планка,
Клевещет клетка сотней спиц,
И все на свете наизнанку,
И есть лесная Саламанка
Для непослушных умных птиц! ",70
272,https://rustih.ru/osip-mandelshtam-kogda-ukor-kolokolov/,Когда укор колоколов,"
Когда укор колоколов
Нахлынет с древних колоколен,
И самый воздух гулом болен,
И нету ни молитв, ни слов —
Я уничтожен, заглушен.
Вино, и крепче и тяжеле
Сердечного коснулось хмеля —
И снова я не утолен.
Я не хочу моих святынь,
Мои обеты я нарушу —
И мне переполняет душу
Неизъяснимая полынь. ",71
273,https://rustih.ru/osip-mandelshtam-kogda-pokazyvayut-vosem/,Когда показывают восемь,"
Когда показывают восемь
Часы собора-исполина,
Мы в полусне твой призрак носим,
Чужого города картина.
В руках плетеные корзинки,
Служанки спорят с продавцами,
Воркуют голуби на рынке
И плещут сизыми крылами.
Хлеба, серебряные рыбы,
Плоды и овощи простые,
Крестьяне — каменные глыбы
И краски темные, живые.
А в сетке пестрого тумана
Сгрудилась ласковая стая,
Как будто площадь утром рано —
Торговли скиния святая. ",72
274,https://rustih.ru/osip-mandelshtam-kogda-podymayu/,Когда подымаю,"
Когда подымаю,
Опускаю взор —
Я двух чаш встречаю
Зыбкий разговор.
И мукою в мире
Взнесены мои
Тяжелые гири,
Шаткие ладьи.
Знают души наши
Отчаянья власть:
И поднятой чаше
Суждено упасть.
Есть в тяжести радость,
И в паденьи есть
Колебаний сладость —
Острой стрелки месть! ",73
275,https://rustih.ru/osip-mandelshtam-kolyuchaya-rech-araratskoj-doliny/,Колючая речь араратской долины,"
Колючая речь араратской долины,
Дикая кошка — армянская речь,
Хищный язык городов глинобитных,
Речь голодающих кирпичей.
А близорукое шахское небо —
Слепорожденная бирюза —
Все не прочтет пустотелую книгу
Черной кровью запекшихся глин. ",74
276,https://rustih.ru/osip-mandelshtam-kolyut-resnicy/,Колют ресницы,"
Колют ресницы. В груди прикипела слеза.
Чую без страху, что будет и будет гроза.
Кто-то чудной меня что-то торопит забыть.
Душно — и все-таки до смерти хочется жить.
С нар приподнявшись на первый раздавшийся звук,
Дико и сонно еще озираясь вокруг,
Так вот бушлатник шершавую песню поет
В час, как полоской заря над острогом встает. ",75
277,https://rustih.ru/osip-mandelshtam-kogda-unichtozhiv-nabrosok/,"Когда, уничтожив набросок","
Когда, уничтожив набросок,
Ты держишь прилежно в уме
Период без тягостных сносок,
Единый во внутренней тьме,
И он лишь на собственной тяге
Зажмурившись, держится сам,
Он так же отнесся к бумаге,
Как купол к пустым небесам. ",76
278,https://rustih.ru/osip-mandelshtam-komu-zima/,Кому зима,"
Кому зима — арак и пунш голубоглазый,
Кому душистое с корицею вино,
Кому жестоких звезд соленые приказы
В избушку дымную перенести дано.
Немного теплого куриного помета
И бестолкового овечьего тепла;
Я все отдам за жизнь — мне так нужна забота,-
И спичка серная меня б согреть могла.
Взгляни: в моей руке лишь глиняная крынка,
И верещанье звезд щекочет слабый слух,
Но желтизну травы и теплоту суглинка
Нельзя не полюбить сквозь этот жалкий пух.
Тихонько гладить шерсть и ворошить солому,
Как яблоня зимой, в рогоже голодать,
Тянуться с нежностью бессмысленно к чужому,
И шарить в пустоте, и терпеливо ждать.
Пусть заговорщики торопятся по снегу
Отарою овец и хрупкий наст скрипит,
Кому зима — полынь и горький дым к ночлегу,
Кому — крутая соль торжественных обид.
О, если бы поднять фонарь на длинной палке,
С собакой впереди идти под солью звезд
И с петухом в горшке прийти на двор к гадалке.
А белый, белый снег до боли очи ест. ",77
279,https://rustih.ru/osip-mandelshtam-korobki/,Коробки,"
……………….. коробки
…………. лучшие игрушки.
…… на пальмовой верхушке
Отмечает листья ветер робкий.
Неразрывно сотканный с другими,
Каждый лист колеблется отдельно.
Но в порывах ткани беспредельно
И мирами вызвано иными —
Только то, что создано землею:
Длинные трепещущие нити,
В тщетном ожидании наитий
Шелестящие своей длиною. ",78
280,https://rustih.ru/osip-mandelshtam-koncert-na-vokzale/,Концерт на вокзале,"
Нельзя дышать, и твердь кишит червями,
И ни одна звезда не говорит,
Но, видит Бог, есть музыка над нами,
Дрожит вокзал от пенья Аонид,
И снова, паровозными свистками
Разорванный, скрипичный воздух слит.
Огромный парк. Вокзала шар стеклянный.
Железный мир опять заворожен.
На звучный пир в элизиум туманный
Торжественно уносится вагон:
Павлиний крик и рокот фортепьянный.
Я опоздал. Мне страшно. Это — сон.
И я вхожу в стеклянный лес вокзала,
Скрипичный строй в смятеньи и слезах.
Ночного хора дикое начало
И запах роз в гниющих парниках —
Где под стеклянным небом ночевала
Родная тень в кочующих толпах…
И мнится мне: весь в музыке и пене,
Железный мир так нищенски дрожит.
В стеклянные я упираюсь сени.
Горячий пар зрачки смычков слепит.
Куда же ты? На тризне милой тени
В последний раз нам музыка звучит! ",79
281,https://rustih.ru/osip-mandelshtam-lazur-da-glina/,Лазурь да глина,"
Лазурь да глина, глина да лазурь,
Чего ж тебе еще? Скорей глаза сощурь,
Как близорукий шах над перстнем бирюзовым,
Над книгой звонких глин, над книжною землей,
Над гнойной книгою, над глиной дорогой,
Которой мучимся, как музыкой и словом. ",80
282,https://rustih.ru/osip-mandelshtam-kushaet-seno-korova/,Кушает сено корова,"
Кушает сено корова,
А герцогиня желе,
И в половине второго
Граф ошалел в шале. ",81
283,https://rustih.ru/osip-mandelshtam-lamark/,Ламарк,"
Был старик, застенчивый как мальчик,
Неуклюжий, робкий патриарх…
Кто за честь природы фехтовальщик?
Ну, конечно, пламенный Ламарк.
Если все живое лишь помарка
За короткий выморочный день,
На подвижной лестнице Ламарка
Я займу последнюю ступень.
К кольчецам спущусь и к усоногим,
Прошуршав средь ящериц и змей,
По упругим сходням, по излогам
Сокращусь, исчезну, как Протей.
Роговую мантию надену,
От горячей крови откажусь,
Обрасту присосками и в пену
Океана завитком вопьюсь.
Мы прошли разряды насекомых
С наливными рюмочками глаз.
Он сказал: природа вся в разломах,
Зренья нет — ты зришь в последний раз.
Он сказал: довольно полнозвучья,—
Ты напрасно Моцарта любил:
Наступает глухота паучья,
Здесь провал сильнее наших сил.
И от нас природа отступила —
Так, как будто мы ей не нужны,
И продольный мозг она вложила,
Словно шпагу, в темные ножны.
И подъемный мост она забыла,
Опоздала опустить для тех,
У кого зеленая могила,
Красное дыханье, гибкий смех… ",82
284,https://rustih.ru/osip-mandelshtam-lastochka/,Ласточка,"
Я слово позабыл, что я хотел сказать.
Слепая ласточка в чертог теней вернется,
На крыльях срезанных, с прозрачными играть.
В беспамятстве ночная песнь поется.
Не слышно птиц. Бессмертник не цветет,
Прозрачны гривы табуна ночного.
В сухой реке пустой челнок плывет,
Среди кузнечиков беспамятствует слово.
И медленно растет как бы шатер иль храм,
То вдруг прокинется безумной Антигоной,
То мертвой ласточкой бросается к ногам
С стигийской нежностью и веткою зеленой.
О, если бы вернуть и зрячих пальцев стыд,
И выпуклую радость узнаванья.
Я так боюсь рыданья Аонид,
Тумана, звона и зиянья.
А смертным власть дана любить и узнавать,
Для них и звук в персты прольется,
Но я забыл, что я хочу сказать,
И мысль бесплотная в чертог теней вернется.
Все не о том прозрачная твердит,
Все ласточка, подружка, Антигона…
А на губах, как черный лед, горит
Стигийского воспоминанье звона. ",83
285,https://rustih.ru/osip-mandelshtam-letnie-stansy/,Летние стансы,"
В аллее колокольчик медный,
Французский говор, нежный взгляд —
И за решеткой заповедной
Пустеет понемногу сад.
Что делать в городе в июне?
Не зажигают фонарей;
На яхте, на чухонской шхуне
Уехать хочется скорей!
Нева — как вздувшаяся вена
До утренних румяных роз.
Везя всклокоченное сено,
Плетется на асфальте воз.
А там рабочая землянка,
Трещит и варится смола;
Ломовика судьба-цыганка
Обратно в степи привела…
И с бесконечной челобитной
О справедливости людской
Чернеет на скамье гранитной
Самоубийца молодой. ",84
286,https://rustih.ru/osip-mandelshtam-lzhec-i-ksendzy/,Лжец и ксендзы,"
(Басня)
Известно: у католиков развод
За преступление слывет.
И вот
В Италии один партикулярий,
Явившись в консисторию к ксендзам,
Им предложил устроить хоть акварий.
Но, по глазам
Лжеца узнав,
Так отказал ему викарий:
— Иди, мой сын, пока ты не погиб:
Мы не разводим даже рыб! ",85
287,https://rustih.ru/osip-mandelshtam-lyubil-gavrila-papirosy/,Любил Гаврила папиросы,"
Любил Гаврила папиросы,
Он папиросы обожал.
Пришел однажды он к Эфросу:
Абрам, он, Маркович, сказал. ",86
288,https://rustih.ru/osip-mandelshtam-lishiv-menya-morej-razbega-i-razleta/,"Лишив меня морей, разбега и разлета","
Лишив меня морей, разбега и разлета
И дав стопе упор насильственной земли,
Чего добились вы? Блестящего расчета:
Губ шевелящихся отнять вы не могли. ",87
289,https://rustih.ru/osip-mandelshtam-lyublyu-poyavlenie-tkani/,Люблю появление ткани,"
Люблю появление ткани,
Когда после двух или трех,
А то четырех задыханий
Прийдет выпрямительный вздох.
И так хорошо мне и тяжко,
Когда приближается миг,
И вдруг дуговая растяжка
Звучит в бормотаньях моих. ",88
290,https://rustih.ru/osip-mandelshtam-lyuteranin/,Лютеранин,"
Я на прогулке похороны встретил
Близ протестантской кирки, в воскресенье.
Рассеянный прохожий, я заметил
Тех прихожан суровое волненье.
Чужая речь не достигала слуха,
И только упряжь тонкая сияла,
Да мостовая праздничная глухо
Ленивые подковы отражала.
А в эластичном сумраке кареты,
Куда печаль забилась, лицемерка,
Без слов, без слез, скупая на приветы,
Осенних роз мелькнула бутоньерка.
Тянулись иностранцы лентой черной,
И шли пешком заплаканные дамы,
Румянец под вуалью, и упорно
Над ними кучер правил вдаль, упрямый.
Кто б ни был ты, покойный лютеранин,—
Тебя легко и просто хоронили.
Был взор слезой приличной затуманен,
И сдержанно колокола звонили.
И думал я: витийствовать не надо.
Мы не пророки, даже не предтечи,
Не любим рая, не боимся ада,
И в полдень матовый горим, как свечи. ",89
291,https://rustih.ru/osip-mandelshtam-m-s-petrovyx/,М. С. Петровых,"
Марья Сергеевна, мне ужасно хочется
Увидеть вас старушкой-переводчицей,
Неутомимо, с головой трясущейся,
К народам СССР влекущейся,
И чтобы вы без всякого предстательства
Вошли к Шенгели в кабинет издательства
И вышли, нагруженная гостинцами —
Полурифмованными украинцами. ",90
292,https://rustih.ru/osip-mandelshtam-madrigal/,Мадригал,"
Дочь Андроника Комнена,
Византийской славы дочь!
Помоги мне в эту ночь
Солнце выручить из плена,
Помоги мне пышность тлена
Стройной песнью превозмочь,
Дочь Андроника Комнена,
Византийской славы дочь! ",91
293,https://rustih.ru/osip-mandelshtam-medlenno-urna-pustaya/,Медленно урна пустая,"
Медленно урна пустая,
Вращаясь над тусклой поляной,
Сеет, надменно мерцая,
Туманы в лазури ледяной.
Тянет, чарует и манит —
Непонят, невынут, нетронут —
Жребий,— и небо обманет,
И взоры в возможном потонут.
Что расскажу я о вечных,
Заочных, заоблачных странах:
Весь я в порывах конечных,
В соблазнах, изменах и ранах.
Выбор мой труден и беден.
И тусклый простор безучастен.
Стыну — и взор мой победен.
И круг мой обыденный страстен. ",92
294,https://rustih.ru/osip-mandelshtam-mir-dolzhno-v-chernom-tele-brat/,Мир должно в черном теле брать,"
Мир должно в черном теле брать,
Ему жестокий нужен брат —
От семиюродных уродов
Он не получит ясных всходов. ",93
295,https://rustih.ru/osip-mandelshtam-mir-nachinalsya-strashen-i-velik/,Мир начинался страшен и велик,"
Мир начинался страшен и велик:
Зеленой ночью папоротник черный,
Пластами боли поднят большевик —
Единый, продолжающий, бесспорный,
Упорствующий, дышащий в стене.
Привет тебе, скрепитель добровольный
Трудящихся, твой каменноугольный
Могучий мозг, гори, гори стране! ",94
296,https://rustih.ru/osip-mandelshtam-mne-kazhetsya-my-govorit-dolzhny/,"Мне кажется, мы говорить должны","
Мне кажется, мы говорить должны
О будущем советской старины,
Что ленинское-сталинское слово —
Воздушно-океанская подкова,
И лучше бросить тысячу поэзий,
Чем захлебнуться в родовом железе,
И пращуры нам больше не страшны:
Они у нас в крови растворены. ",95
297,https://rustih.ru/osip-mandelshtam-mne-skuchno-zdes-mne-skuchno-zdes/,"Мне скучно здесь, мне скучно здесь","
Мне скучно здесь, мне скучно здесь,
Среди чужих армян.
Пойдем домой, пойдем домой,—
Нас дома ждет Эдем. ",96
298,https://rustih.ru/osip-mandelshtam-mne-stalo-strashno-zhizn-otzhit/,Мне стало страшно жизнь отжить,"
Мне стало страшно жизнь отжить —
И с дерева, как лист, отпрянуть,
И ничего не полюбить,
И безымянным камнем кануть;
И в пустоте, как на кресте,
Живую душу распиная,
Как Моисей на высоте,
Исчезнуть в облаке Синая.
И я слежу — со всем живым
Меня связующие нити,
И бытия узорный дым
На мраморной сличаю плите;
И содроганья теплых птиц
Улавливаю через сети,
И с истлевающих страниц
Притягиваю прах столетий. ",97
299,https://rustih.ru/osip-mandelshtam-muzyka-tvoix-shagov/,Музыка твоих шагов,"
Музыка твоих шагов
В тишине лесных снегов,
И, как медленная тень,
Ты сошла в морозный день.
Глубока, как ночь, зима,
Снег висит как бахрома.
Ворон на своем суку
Много видел на веку.
А встающая волна
Набегающего сна
Вдохновенно разобьет
Молодой и тонкий лед,
Тонкий лед моей души —
Созревающий в тиши. ",98
300,https://rustih.ru/osip-mandelshtam-morgulety/,Моргулеты,"
<1>
Моргулис — он из Наркомпроса.
Он не турист и не естественник,
К истокам Тигра и Эфроса
Он знаменитый путешественник.
<2>
Старик Моргулис зачастую
Ест яйца всмятку и вкрутую.
Его враги нахально врут,
Что сам Моргулис тоже крут.
<3>
Я видел сон — мне бес его внушил,—
Моргулис смокинг Бубнову пошил.
Но тут виденья вдруг перевернулись,
И в смокинге Бубнова шел Моргулис.
<4>
Старик Моргулис из Ростова
С рекомендацией Бубнова,
Друг Островера и Живова
И современник Козакова.
<5>
Старик Моргулис на Востоке
Постиг истории истоки.
У Шагинян же Мариетт
Гораздо больше исторьетт.
<6>
У старика Моргулиса глаза
Преследуют мое воображенье,
И с ужасом я в них читаю: «За
Коммунистическое просвещенье»!
<7>
Старик Моргулис под сурдинку
Уговорил мою жену
Вступить на торную тропинку
В газету гнусную одну.
Такую причинить обиду
За небольшие барыши!
Так отслужу ж я панихиду
За ЗКП его души.
<8>
Звезды сияют ночью летней,
Марганец спит в сырой земле,
Но Моргулис тысячелетний
Марганца мне и звезд милей.
<9>
Старик Моргулис — примечай-ка! —
Живет на Трубной у Семейки,
И, пядей будучи семи,
Живет с Семейкой без семьи.
<10>
Старик Моргулис на бульваре
Нам пел Бетховена… ",99
301,https://rustih.ru/osip-mandelshtam-moj-shhegol-ya-golovu-zakinu/,"Мой щегол, я голову закину","
Мой щегол, я голову закину —
Поглядим на мир вдвоем:
Зимний день, колючий, как мякина,
Так ли жестк в зрачке твоем?
Хвостик лодкой, перья черно-желты,
Ниже клюва в краску влит,
Сознаешь ли — до чего щегол ты,
До чего ты щегловит?
Что за воздух у него в надлобье —
Черн и красен, желт и бел!
В обе стороны он в оба смотрит — в обе! —
Не посмотрит — улетел! ",100
302,https://rustih.ru/osip-mandelshtam-my-napryazhennogo-molchanya-ne-vynosim/,Мы напряженного молчанья не выносим,"
Мы напряженного молчанья не выносим —
Несовершенство душ обидно, наконец!
И в замешательстве уж объявился чтец,
И радостно его приветствовали: просим!
Я так и знал, кто здесь присутствовал незримо:
Кошмарный человек читает «Улялюм».
Значенье — суета, и слово только шум,
Когда фонетика — служанка серафима.
О доме Эшеров Эдгара пела арфа.
Безумный воду пил, очнулся и умолк.
Я был на улице. Свистел осенний шелк…
И горло греет шелк щекочущего шарфа… ",1
303,https://rustih.ru/osip-mandelshtam-na-beregu-egejskix-vod/,На берегу Эгейских вод,"
На берегу Эгейских вод
Живут архивяне. Народ
Довольно древний. Всем на диво
Поганый промысел его —
Продажа личного архива.
Священным трепетом листвы
И гнусным шелестом бумаги
Они питаются — увы! —
Неуважаемы и наги…
Чего им нужно? ",2
304,https://rustih.ru/osip-mandelshtam-na-moxovoj-semejstvo-iz-polesya/,На Моховой семейство из Полесья,"
На Моховой семейство из Полесья
Семивершковый празднует шабаш.
Здесь Гомель — Рим, здесь папа — Шолом Аш
И голова в кудрявых пейсах песья.
Из двух газет — о чудо равновесья! —
Два карлика построили шалаш
Для ритуала, для раввинских каш —
Испано-белорусские отчесья.
Семи вершков, невзрачен, бородат,
Давид Выгодский ходит в Госиздат
Как закорючка азбуки еврейской,
Где противу площадки брадобрейской,
Такой же, как и он, небритый карл,
Ждет младший брат — торговли книжной ярл. ",3
305,https://rustih.ru/osip-mandelshtam-n-nedobrovo/,Н. Недоброво,"
Что здесь скрипением несносным
Коснулось слуха моего?
Сюда пришел Недоброво —
Несдобровать мохнатым соснам. ",4
306,https://rustih.ru/osip-mandelshtam-na-ploshhad-vybezhav-svoboden/,"На площадь выбежав, свободен","
На площадь выбежав, свободен
Стал колоннады полукруг,-
И распластался храм Господень,
Как легкий крестовик-паук.
А зодчий не был итальянец,
Но русский в Риме,- ну так что ж!
Ты каждый раз, как иностранец,
Сквозь рощу портиков идешь.
И храма маленькое тело
Одушевленнее стократ
Гиганта, что скалою целой
К земле беспомощно прижат! ",5
307,https://rustih.ru/osip-mandelshtam-na-perlamutrovyj-chelnok/,На перламутровый челнок,"
На перламутровый челнок
Натягивая шелка нити,
О пальцы гибкие, начните
Очаровательный урок!
Приливы и отливы рук…
Однообразные движенья…
Ты заклинаешь, без сомненья,
Какой-то солнечный испуг,
Когда широкая ладонь,
Как раковина, пламенея,
То гаснет, к теням тяготея,
То в розовый уйдет огонь!.. ",6
308,https://rustih.ru/osip-mandelshtam-na-mertvyx-resnicax-isakij-zamerz/,На мертвых ресницах Исакий замерз,"
На мертвых ресницах Исакий замерз
И барские улицы сини —
Шарманщика смерть, и медведицы ворс,
И чужие поленья в камине…
Уже выгоняет выжлятник-пожар
Линеек раскидистых стайку,
Несется земля — меблированный шар,-
И зеркало корчит всезнайку.
Площадками лестниц — разлад и туман,
Дыханье, дыханье и пенье,
И Шуберта в шубе застыл талисман —
Движенье, движенье, движенье… ",7
309,https://rustih.ru/osip-mandelshtam-na-temnom-nebe-kak-uzor/,"На темном небе, как узор","
На темном небе, как узор,
Деревья траурные вышиты.
Зачем же выше и все выше ты
Возводишь изумленный взор?
— Вверху — такая темнота,-
Ты скажешь,- время опрокинула
И, словно ночь, на день нахлынула
Холмов холодная черта.
Высоких, неживых дерев
Темнеющее рвется кружево:
О, месяц, только ты не суживай
Серпа, внезапно почернев! ",8
310,https://rustih.ru/osip-mandelshtam-na-policejskoj-bumage-verzhe/,На полицейской бумаге верже,"
На полицейской бумаге верже
Ночь наглоталась колючих ершей —
Звезды живут, канцелярские птички,
Пишут и пишут свои раппортички.
Сколько бы им ни хотелось мигать,
Могут они заявленье подать,
И на мерцанье, писанье и тленье
Возобновляют всегда разрешенье. ",9
311,https://rustih.ru/osip-mandelshtam-nad-altarem-dymyashhixsya-zybej/,Над алтарем дымящихся зыбей,"
Над алтарем дымящихся зыбей
Приносит жертву кроткий бог морей.
Глухое море, как вино, кипит.
Над морем солнце, как орел, дрожит,
И только стелется морской туман,
И раздается тишины тимпан;
И только небо сердцем голубым
Усыновляет моря белый дым.
И шире океан, когда уснул,
И, сдержанный, величественней гул;
И в небесах, торжествен и тяжел,
Как из металла вылитый орел. ",10
312,https://rustih.ru/osip-mandelshtam-naushnichki-naushniki-moi/,"Наушнички, наушники мои","
Наушнички, наушники мои!
Попомню я воронежские ночки:
Недопитого голоса Аи
И в полночь с Красной площади гудочки..
Ну как метро? Молчи, в себе таи,
Не спрашивай, как набухают почки,
И вы, часов кремлевские бои,—
Язык пространства, сжатого до точки… ",11
313,https://rustih.ru/osip-mandelshtam-nashedshij-podkovu/,Нашедший подкову,"
(Пиндарический отрывок)
Глядим на лес и говорим:
— Вот лес корабельный, мачтовый,
Розовые сосны,
До самой верхушки свободные от мохнатой ноши,
Им бы поскрипывать в бурю,
Одинокими пиниями,
В разъяренном безлесном воздухе.
Под соленою пятою ветра устоит отвес, пригнанный к пляшущей палубе,
И мореплаватель,
В необузданной жажде пространства,
Влача через влажные рытвины хрупкий прибор геометра,
Сличит с притяженьем земного лона
Шероховатую поверхность морей.
А вдыхая запах
Смолистых слез, проступивших сквозь обшивку корабля,
Любуясь на доски,
Заклепанные, слаженные в переборки
Не вифлеемским мирным плотником, а другим —
Отцом путешествий, другом морехода,—
Говорим:
…И они стояли на земле,
Неудобной, как хребет осла,
Забывая верхушками о корнях
На знаменитом горном кряже,
И шумели под пресным ливнем,
Безуспешно предлагая небу выменять на щепотку соли
Свой благородный груз.
С чего начать?
ВсЈ трещит и качается.
Воздух дрожит от сравнений.
Ни одно слово не лучше другого,
Земля гудит метафорой,
И легкие двуколки
В броской упряжи густых от натуги птичьих стай
Разрываются на части,
Соперничая с храпящими любимцами ристалищ.
Трижды блажен, кто введет в песнь имя;
Украшенная названьем песнь
Дольше живет среди других —
Она отмечена среди подруг повязкой на лбу,
Исцеляющей от беспамятства, слишком сильного одуряющего запаха,
Будь то близость мужчины,
Или запах шерсти сильного зверя,
Или просто дух чобра, растертого между ладоней.
Воздух бывает темным, как вода, и всЈ живое в нем плавает, как рыба,
Плавниками расталкивая сферу,
Плотную, упругую, чуть нагретую,—
Хрусталь, в котором движутся колеса и шарахаются лошади,
Влажный чернозем Нееры, каждую ночь распаханный заново
Вилами, трезубцами, мотыгами, плугами.
Воздух замешен так же густо, как земля:
Из него нельзя выйти, в него трудно войти.
Шорох пробегает по деревьям зеленой лаптой,
Дети играют в бабки позвонками умерших животных.
Хрупкое летоисчисление нашей эры подходит к концу.
Спасибо за то, что было:
Я сам ошибся, я сбился, запутался в счете.
Эра звенела, как шар золотой,
Полая, литая, никем не поддерживаемая,
На всякое прикосновение отвечала «да» и «нет».
Так ребенок отвечает;
«Я дам тебе яблоко» — или: «Я не дам тебе яблоко».
И лицо его — точный слепок с голоса, который произносит эти слова.
Звук еще звенит, хотя причина звука исчезла.
Конь лежит в пыли и храпит в мыле,
Но крутой поворот его шеи
Еще сохраняет воспоминание о беге с разбросанными ногами —
Когда их было не четыре,
А по числу камней дороги,
Обновляемых в четыре смены,
По числу отталкиваний от земли пышущего жаром иноходца.
Так
Нашедший подкову
Сдувает с нее пыль
И растирает ее шерстью, пока она не заблестит.
Тогда
Он вешает ее на пороге,
Чтобы она отдохнула,
И больше уж ей не придется высекать искры из кремня.
Человеческие губы, которым больше нечего сказать,
Сохраняют форму последнего сказанного слова,
И в руке остается ощущение тяжести,
Хотя кувшин наполовину расплескался, пока его несли домой.
То, что я сейчас говорю, говорю не я,
А вырыто из земли, подобно зернам окаменелой пшеницы.
Одни
на монетах изображают льва,
Другие —
голову.
Разнообразные медные, золотые и бронзовые лепешки
С одинаковой почестью лежат в земле,
Век, пробуя их перегрызть, оттиснул на них свои зубы.
Время срезает меня, как монету,
И мне уж не хватает меня самого. ",12
314,https://rustih.ru/osip-mandelshtam-ne-govorite-mne-o-vechnosti/,Не говорите мне о вечности,"
Не говорите мне о вечности —
Я не могу ее вместить.
Но как же вечность не простить
Моей любви, моей беспечности?
Я слышу, как она растет
И полуночным валом катится,
Но — слишком дорого поплатится,
Кто слишком близко подойдет.
И тихим отголоскам шума я
Издалека бываю рад —
Ее пенящихся громад,-
О милом и ничтожном думая. ",13
315,https://rustih.ru/osip-mandelshtam-ne-govori-nikomu/,Не говори никому,"
Не говори никому,
Все, что ты видел, забудь —
Птицу, старуху, тюрьму
Или еще что-нибудь.
Или охватит тебя,
Только уста разомкнешь,
При наступлении дня
Мелкая хвойная дрожь.
Вспомнишь на даче осу,
Детский чернильный пенал
Или чернику в лесу,
Что никогда не сбирал. ",14
316,https://rustih.ru/osip-mandelshtam-ne-muchnistoj-babochkoyu-beloj/,Не мучнистой бабочкою белой,"
Не мучнистой бабочкою белой
В землю я заемный прах верну —
Я хочу, чтоб мыслящее тело
Превратилось в улицу, в страну;
Позвоночное, обугленное тело,
Сознающее свою длину.
Возгласы темно-зеленой хвои,
С глубиной колодезной венки
Тянут жизнь и время дорогое,
Опершись на смертные станки —
Обручи краснознаменной хвои,
Азбучные, крупные венки!
Шли товарищи последнего призыва
По работе в жестких небесах,
Пронесла пехота молчаливо
Восклицанья ружей на плечах.
И зенитных тысячи орудий —
Карих то зрачков иль голубых —
Шли нестройно — люди, люди, люди,-
Кто же будет продолжать за них? ",15
317,https://rustih.ru/osip-mandelshtam-ne-iskushaj-chuzhix-narechij/,Не искушай чужих наречий,"
Не искушай чужих наречий, но постарайся их забыть:
Ведь все равно ты не сумеешь стекло зубами укусить.
О, как мучительно дается чужого клекота полет —
За беззаконные восторги лихая плата стережет.
Ведь умирающее тело и мыслящий бессмертный рот
В последний раз перед разлукой чужое имя не спасет.
Что, если Ариост и Тассо, обворожающие нас,
Чудовища с лазурным мозгом и чешуей из влажных глаз?
И в наказанье за гордыню, неисправимый звуколюб,
Получишь уксусную губку ты для изменнических губ. ",16
318,https://rustih.ru/osip-mandelshtam-ne-zherebenok-xvostom-maxaet/,Не жеребенок хвостом махает,"
Не жеребенок хвостом махает!
Яша ребенок снова играет.
Яша, играйте лучше ребенка
И жеребенка перебрыкайте. ",17
319,https://rustih.ru/osip-mandelshtam-ne-nado-rimskogo-mne-kupola/,Не надо римского мне купола,"
Не надо римского мне купола
Или прекрасного далека.
Предпочитаю вид на Луппола
Под сенью Жан-Ришара Блоха. ",18
320,https://rustih.ru/osip-mandelshtam-ne-sredizemnoyu-volnoj/,Не средиземною волной,"
Не средиземною волной
И не вальпургиевой жабой,
Я нынче грежу сам не свой
Быть арестованною бабой.
Увы, на это я готов
Заране с выводами всеми,
Чтобы видеть вас в любое время
Под милицейский звон оков! ",19
321,https://rustih.ru/osip-mandelshtam-ne-razvaliny/,Не развалины,"
Не развалины — нет,- но порубка могучего
циркульного леса,
Якорные пни поваленных дубов звериного
и басенного христианства,
Рулоны каменного сукна на капителях, как
товар из языческой
разграбленной лавки,
Виноградины с голубиное яйцо, завитки
бараньих рогов
И нахохленные орлы с совиными
крыльями, еще не оскверненные
Византией. ",20
